sku,nombre,tipo,principio_activo,costo,precio_fc,stock,tenia_ref,mejor_confianza,mejor_candidato,motivo
FC-7907117,Bisolvon Solucion Adulto 120 ml,marca,Bromhexina,141.94,192.0,1.0,False,70,BROMHEXINA 160MG/100ML ADULTO SOLUCION 1 PIEZA,"no comparable: concentracion difiere ['120ml']≠['100ml', '160mg']"
FC-06910913,Broncolin Bicoestol pastillas cereza C/16,marca,,27.44,43.9,2.0,False,0,SIMI BROX EUCALIPTO / GORDOLOBO / MIRRA  240 ML JARABE 1 PIEZA,no comparable: nuestro catalogo sin concentracion
FC-06910487,Broncolin Bicoestol pastillas eucalipto C/16,marca,,27.44,43.9,2.0,False,0,SIMI BROX EUCALIPTO / GORDOLOBO / MIRRA  240 ML JARABE 1 PIEZA,no comparable: nuestro catalogo sin concentracion
FC-06910906,Broncolin Bicoestol pastillas naranja C/16,marca,,27.44,43.9,2.0,False,0,SIMI BROX EUCALIPTO / GORDOLOBO / MIRRA  240 ML JARABE 1 PIEZA,no comparable: nuestro catalogo sin concentracion
FC-70100307,Broncolin Etiqueta Azul jarabe oral 140 ml,marca,Miel,64.19,87.0,1.0,False,72,PALETAS DE MIEL DE ABEJA SABOR MIEL / LIMON / HERBAL PALETOSIMI 16 PIEZAS,no comparable: candidato sin tamano declarado
FC-06910609,Broncolin Etiqueta Verde jarabe oral 140 mL,marca,,74.28,119.0,1.0,False,0,SIMI BROX EUCALIPTO / GORDOLOBO / MIRRA  240 ML JARABE 1 PIEZA,no comparable: concentracion difiere ['140ml']≠['240ml']
FC-65011649,Buscapina 10 mg 24 grageas,marca,,172.04,230.0,2.0,False,82,BUSCAPINA 12 TABLETAS CON HIOSCINA. AUXILIAR EN EL ALIVIO DEL DOLOR DE PANZA,no comparable: candidato sin tamano declarado
FC-21440013,Buscapina Duo 10/500 mg 10 tabletas,marca,,122.36,164.0,1.0,False,67,BUSCAPINA 12 TABLETAS CON HIOSCINA. AUXILIAR EN EL ALIVIO DEL DOLOR DE PANZA,no comparable: candidato sin tamano declarado
FC-08491096,Cafiaspirina tartrato C/100,marca,Acido acetilsalicilico + Caffeina,217.46,294.0,2.0,False,55,ACIDO ACETILSALICILICO 500 MG 20 TABLETAS,no comparable: al competidor le faltan 1/2 principios activos (caffeina)
FC-06500133,Caltrate 600 + D C/30,marca,Carbonato de calcio + vitamina D,153.59,165.0,2.0,False,65,CALCIO / VITAMINA D3 / MAGNESIO / CALTRATE 600+M 30 TABLETAS,no comparable: al competidor le faltan 1/2 principios activos (carbonato)
FMX-506781,Cateter/Intravenoso-Sumitex Pu 24 G X 19 Mm C/1 Amarillo,marca,,9.26,15.0,3.0,False,0,,sin resultados VTEX
FMX-506779,Catéter Sumitex 20G x 33 mm rosa,marca,,9.26,15.0,3.0,False,0,,sin resultados VTEX
EQ-MAV088,Cefabroxil Susp 250/15 Mg/5/75 Ml,marca,Cefalexina / Ambroxol,46.24,74.0,1.0,False,43,CEFALEXINA 250MG/5ML SUSPENSION 100 ML 1 PIEZA,no comparable: al competidor le faltan 1/2 principios activos (ambroxol)
EQ-MAV007,Cefalver Susp 125 Mg/5/90 Ml,marca,Cefalexina,26.25,42.0,1.0,False,70,CEFALEXINA 500 MG 20 CAPSULAS,"no comparable: concentracion difiere ['125mg', '90ml']≠['500mg']"
EQ-MAV008,Cefalver Susp 250 Mg/5/90 Ml,marca,Cefalexina,30.67,50.0,1.0,False,70,CEFALEXINA 250MG/5ML SUSPENSION 100 ML 1 PIEZA,"no comparable: concentracion difiere en parte ['250mg', '90ml']≠['100ml', '250mg', '5ml']"
FC-65095718,Centrum Balance,marca,Multivitaminico + minerales,152.2,315.0,1.0,False,32,MULTIVITAMINICO MATERNO 30 CAPSULAS SIMIBABY,no comparable: al competidor le faltan 1/2 principios activos (minerales)
FC-50959781,Centrum Performance,marca,Multivitaminico + minerales,160.72,234.0,1.0,False,32,MULTIVITAMINICO MATERNO 30 CAPSULAS SIMIBABY,no comparable: al competidor le faltan 1/2 principios activos (minerales)
FC-65095947,Centrum Silver + 50,marca,Multivitaminico + minerales,178.46,232.0,1.0,False,46,MULTIVITAMINAS 50 + 30 TABLETAS CENTRUM SILVER,confianza 46 < 85
EQ-MAV089,Cepobrom Susp 100 Ml 250/4.39 Mg/5 Ml,marca,Cefadroxilo / Bromhexina,50.62,80.0,1.0,False,50,CEFALEXINA / BROMHEXINA 250/4.39MG SUSPENSION 1 PIEZA,no comparable: al competidor le faltan 1/2 principios activos (cefadroxilo)
FC-84500607,Cinta micropore blanca 2.5 cm x 9.1 m,marca,,15.21,28.0,8.0,False,77,CINTA MICROPOROSA BLANCA 1.25 X 10MTS 1 PIEZA,confianza 77 < 85
FMX-301138,Cinta-Microporosa-Codifarma 2.5 Cm X 5 M C/1 Blanco,marca,,9.5,16.0,17.0,False,63,CINTA MICROPOROSA BLANCA 1.25 X 10MTS 1 PIEZA,confianza 63 < 85
FMX-301135,Cintapore cinta microporosa blanca 1.25 cm x 5 m,marca,,4.75,8.0,5.0,False,0,,sin resultados VTEX
FMX-301136,Cintapore cinta microporosa piel 2.5 cm x 5 m,marca,,10.45,17.0,2.0,False,0,,sin resultados VTEX
FC-84500546,Cintapore cinta microporosa piel 2.5 cm x 5m,marca,,10.45,17.0,2.0,False,0,,sin resultados VTEX
FC-64EB83AA,Compl,marca,,18.07,23.5,5.0,False,41,BENCILPENICILINA BENZATINICA SUSPENSION INYECTABLE 1 PIEZA,confianza 41 < 85
FC-80950139,Condones Trojan Pro-Tech,marca,Latex,36.13,68.0,1.0,False,0,CONDON AROMA Y SABOR FRESA SIMICONDON 3 PIEZAS,confianza 0 < 85
FC-85171118,Condón Sico,marca,Latex,71.25,96.19,1.0,False,0,CONDON AROMA Y SABOR UVA SIMICONDON 3 PIEZAS,confianza 0 < 85
FC-85171113,Condón Sico Invisible C/3,marca,Latex,71.25,102.0,1.0,False,0,CONDON AROMA Y SABOR UVA SIMICONDON 3 PIEZAS,confianza 0 < 85
FC-58367129,Condón Sico Negro Feel,marca,Latex,54.71,73.86,1.0,False,1,CONDON MAXIMA SEGURIDAD SIMICONDON 3 PIEZAS,confianza 1 < 85
FC-83683367,Condón Sico Rojo Feel,marca,Latex,54.71,102.0,1.0,False,1,CONDON AROMA Y SABOR FRESA SIMICONDON 3 PIEZAS,confianza 1 < 85
FC-21042481,Crema Manzanilla ricitos de oro 100 ml,marca,,30.77,59.0,2.0,False,40,BALSAMO FRIO CON EXTRACTO AISLADO DE CANNABIDIOL CBD / ALOE VERA /ARNICA / MANZANILLA 90 GR 1 PIEZA,no comparable: concentracion difiere ['100ml']≠['90000mg']
FC-85491085,Danzen 10 mg C/20 tabletas,marca,Serratiopeptidasa,373.31,414.0,1.0,False,0,,sin resultados VTEX
FC-76040610,Desenfriolito Plus Masticables,marca,Clorfenamina/Fenilefrina/Paracetamol,57.76,77.0,2.0,False,82,CLORFENAMINA / FENILEFRINA / PARACETAMOL 24 TABLETAS,no comparable: candidato sin tamano declarado
FC-98217659,Dolo-Neurobion solucion inyectable C/3,marca,Complejo B + Lidocaina + Diclofenaco sodico,434.3,543.0,1.0,False,0,DEXAMETASONA/LIDOCAINA/VITAMINA B1 B6 B12 6 AMPOLLETAS,"no comparable: al competidor le faltan 2/3 principios activos (complejo, diclofenaco)"
FC-98223704,Dolo-Neurobion tabletas C/20,marca,Diclofenaco / Complejo B,134.64,182.0,2.0,False,65,DICLOFENACO 100MG 20 TABLETAS,no comparable: al competidor le faltan 1/2 principios activos (complejo)
FC-82176351,Dolo-Neurobión Forte inyectable prellenado,marca,"Complejo B, Lidocaína, Diclofenaco Sódico",273.24,369.0,3.0,False,0,DEXAMETASONA/LIDOCAINA/VITAMINA B1 B6 B12 6 AMPOLLETAS,"no comparable: al competidor le faltan 2/3 principios activos (complejo, diclofenaco)"
FC-AA7B0686,Drosquim adulto jarabe 300/160,marca,,70.74,91.97,1.0,False,0,,sin resultados VTEX
FC-9ABFB996,Elaphteron,marca,Lamotrigina,25.4,42.0,1.0,False,80,LAMOTRIGINA 100 MG TABLETAS MASTICABLES 28 TABLETAS,no comparable: nuestro catalogo sin concentracion
EQ-VAL129,Eldoquin crema 4% 30 g,marca,Hidroquinona,357.06,572.0,0,False,0,,sin resultados VTEX
FC-68541491,Electrolife Zero uva 625 ml,marca,,19.36,26.0,2.0,False,0,ELECTROLITO 0% AZUCAR PONCHE 500ML HIDRATASIM,no comparable: concentracion difiere ['625ml']≠['500ml']
FC-08497623,Elevit 1 comprimidos C/30,marca,,338.0,355.0,1.0,False,0,,sin resultados VTEX
FC-05809248,Enfagrow Premium etapa 3 lata 800 g,marca,,306.0,408.0,0,False,0,,sin resultados VTEX
FC-C8B741F6,FC producto botiquín,marca,,10.45,13.59,2.0,False,100,BOTIQUIN DEL DR SIMI CON CAJA 1 PIEZA,precio 17.4x el costo
FC-LV-SIE060,Febrax 15 tab 275/300 mg,marca,Naproxeno/Paracetamol,204.38,275.0,1.0,False,90,NAPROXENO SODICO/PARACETAMOL 275MG/300MG 10TABLETAS,precio 0.17x el costo
FC-08498866,Flanax 550 mg 6 tabletas,marca,,105.0,140.0,1.0,False,0,NAPROXENO SODICO 275 MG 20 TABLETAS,no comparable: concentracion difiere ['550mg']≠['275mg']
FC-08499412,Flanax 660 mg 8 tabletas,marca,,230.0,307.0,1.0,False,0,NAPROXENO SODICO 275 MG 20 TABLETAS,no comparable: concentracion difiere ['660mg']≠['275mg']
FC-08426944,Flanax Gel Naproxeno Sodico,marca,Naproxeno sodico,117.11,187.38,1.0,False,70,NAPROXENO SODICO 550 MG 12 TABLETAS,no comparable: concentracion difiere ['40000mg']≠['550mg']
FC-08499092,Flanax Nocto 220/25 mg 20 comprimidos,marca,,130.5,174.0,1.0,False,0,NAPROXENO SODICO 275 MG 20 TABLETAS,no comparable: concentracion difiere ['25mg']≠['275mg']
FC-68900134,Gasa Lox10 C/100,marca,Material de curacion,108.88,164.0,1.0,False,0,PARCHE DE LEON ARNICA 3% 12X18CM 1 PIEZA,confianza 0 < 85
FC-75102537,Gerber Etapa 2 comida casera pollo 100 g,marca,,10.68,15.0,0,False,0,,sin resultados VTEX
FC-75102520,Gerber Etapa 2 comida casera res 100 g,marca,,10.68,15.0,0,False,0,,sin resultados VTEX
FC-75102476,Gerber Etapa 2 durazno 100 g,marca,,10.68,15.0,0,False,0,,sin resultados VTEX
FC-75102469,Gerber Etapa 2 mango 100 g,marca,,10.68,15.0,0,False,0,,sin resultados VTEX
FC-75102421,Gerber Etapa 2 manzana 100 g,marca,,10.68,15.0,0,False,0,,sin resultados VTEX
FC-75102452,Gerber Etapa 2 pera 100 g,marca,,10.68,15.0,0,False,0,,sin resultados VTEX
FC-58651129,Gerber Junior pouch frutas mixtas 95 g,marca,,12.79,18.0,0,False,0,,sin resultados VTEX
FC-33956126,Glucerna Vainilla,marca,Suplemento nutricional,47.5,72.0,1.0,False,0,ALIMENTO EN POLVO SABOR VAINILLA PARA DIABETICOS 400 GR 1 PIEZA,no comparable: concentracion difiere ['237ml']≠['400000mg']
FC-33956133,Glucerna chocolate,marca,Suplemento nutricional,47.5,74.0,2.0,False,0,,sin resultados VTEX
FC-33956140,Glucerna fresa,marca,Suplemento nutricional,47.5,70.0,2.0,False,0,,sin resultados VTEX
FC-58715517,Graneodin B Frambuesa,marca,Benzocaina,42.64,193.0,2.0,False,80,BENZOCAINA 10 MG 24 PASTILLAS GRANEODIN B,no comparable: nuestro catalogo sin concentracion
FMX-300644,Guante/Esteril-Protec Clasico C/100 Mediano,marca,,160.56,257.0,96.0,False,44,CREMA FACIAL TONO MEDIO FPS 30 PROTECCION ALTA ETERNAL SECRET  75ML 1 PIEZA,no comparable: nuestro catalogo sin concentracion
FC-75005092,Heinz pouch papilla manzana 113 g,marca,,14.4,20.0,0,False,0,,sin resultados VTEX
FC-1321B34F,Hidroxon,marca,,34.6,47.0,1.0,False,0,,sin resultados VTEX
FC-89794961,Histiacil NF Infantil (Jarabe),marca,AMbroxol/Dextrometorfano,123.28,167.0,1.0,False,80,AMBROXOL/ DEXTROMETORFANO 150/113MG JARABE INFANTIL 120ML,no comparable: nuestro catalogo sin concentracion
FC-64560163,Iodex Cristal,marca,Mentol + eucalipto,70.07,94.6,1.0,False,72,PALETAS SIMILYPTUS MENTOL / MIEL / EUCALIPTO CON PROPOLEO 16 PIEZAS,no comparable: candidato sin tamano declarado
FC-18752637,Itamol (Subsalicilato de bismuto) 262 mg,marca,Subsalicilato de bismuto,34.09,55.0,1.0,False,82,SUBSALICILATO DE BISMUTO 24 TABLETAS MASTICABLES,no comparable: candidato sin tamano declarado
FC-00001612,Jarabe de granada Frasco 50 mL Mercurio,marca,Jarabe de granada,7.0,12.0,3.0,False,0,,sin resultados VTEX
FC-22300775,Jeringa Sensi Medical 3 mL 22G x 32 mm negra,marca,,1.4,3.0,1.0,False,24,RASTRILLO CABALLERO TRIPLE HOJA CON BANDA LUBRICANTE PIEL SENSIBLE COLOR VERDE 1 PIEZA,no comparable: candidato sin tamano declarado
FMX-307657,Jeringa SensiMedical 10 mL 22G x 32 mm negra,marca,,2.18,4.0,1.0,False,0,JERINGA INFANTIL 3ML 23G X 25MM 4 PIEZAS,"no comparable: concentracion difiere ['10ml', '22000mg']≠['23000mg', '3ml']"
FMX-307658,Jeringa SensiMedical 20 mL 21G x 32 mm verde,marca,,4.1,6.0,50.0,False,0,JERINGA INFANTIL 3ML 23G X 25MM 4 PIEZAS,"no comparable: concentracion difiere ['20ml', '21000mg']≠['23000mg', '3ml']"
FMX-506388,Jeringa SensiMedical 3 mL 21G x 32 mm verde,marca,,1.4,3.0,0,False,11,JERINGA DESECHABLE 3ML 21G X 32MM 4 PIEZAS,confianza 11 < 85
FMX-506389,Jeringa SensiMedical 5 mL 21G x 32 mm verde,marca,,1.48,3.0,97.0,False,11,JERINGA DESECHABLE 5ML 21G X 32MM 3 PIEZAS,confianza 11 < 85
FMX-506386,Jeringa SensiMedical 5 mL 22G x 32 mm negra,marca,,1.48,3.0,1.0,False,0,JERINGA INFANTIL 3ML 23G X 25MM 4 PIEZAS,"no comparable: concentracion difiere ['22000mg', '5ml']≠['23000mg', '3ml']"
FC-22300881,Jeringa insulina SensiMedical 1 mL 27G x 13 mm,marca,,1.37,6.0,99.0,False,21,JERINGA PARA INSULINA 1ML 31X6 10 PIEZAS ULTRA FINE,confianza 21 < 85
FMX-301565,Jeringa-Sensimedical 60 Ml Pivote/Concentrico,marca,,8.56,14.0,11.0,False,5,MEDROXIPROGESTERONA / ESTRADIOL SOLUCION INYECTABLE SIN JERINGA 1 AMPOLLETA,no comparable: candidato sin tamano declarado
EQ-COL252,Kenzoflex Duo 1 Sol 3.5/1 Mg/5 Ml,marca,Kenzoflex Duo,49.1,79.0,1.0,False,0,CIPROFLOXACINO / DEXAMETASONA 3.5/1 MG SOLUCION OFTALMICA 5 ML 1 PIEZA,confianza 0 < 85
FC-01167001,LAÜR Infantil solución inyectable C/3,marca,Ampicilina / Metamizol / Guaifenesina / Lidocaína / Clorfenamina,58.0,96.0,1.0,False,53,AMPICILINA / METAMIZOL / GUAIFENESINA / CLORFENAMINA INFANTIL SOLUCIONINYECTABLE 3 AMPOLLETAS,no comparable: al competidor le faltan 1/5 principios activos (lidocaina)
FC-9890973,Lactiv adulto proinulina bióticos sobres C/6,marca,proinulina bióticos,40.54,64.86,1.0,False,0,,sin resultados VTEX
FC-08344488,Lactopram 430 mg C/20,marca,Lactobacillus,28.71,39.0,1.0,False,82,GOMITAS LACTOBACILLUS ESPORULADOS 60 GOMITAS,no comparable: candidato sin tamano declarado
FC-09740435,Laritol (Loratadina) 10 mg,marca,Loratadina,7.01,12.0,5.0,False,90,LORATADINA 10 MG 20 TABLETAS,precio 6.3x el costo
EQ-MAV118,Laritol D infantil jarabe 50 mL,marca,Loratadina / Fenilefrina,26.44,43.0,1.0,False,70,LORATADINA / FENILEFRINA 50/100MG JARABE INFANTIL 60 ML 1 PIEZA,"no comparable: concentracion difiere ['50ml']≠['100mg', '60ml']"
EQ-SON084,Lisonin 1 amp 300 mg/1 ml,marca,Lincomicina,26.73,43.0,2.0,False,70,LINCOMICINA 500 MG 18 CAPSULAS,"no comparable: concentracion difiere ['1ml', '300mg']≠['500mg']"
EQ-SON083,Lisonin 1 amp 600 mg/2 ml,marca,Lincomicina,36.45,59.0,1.0,False,72,LINCOMICINA 600MG/2ML SOLUCION INYECTABLE 6 AMPOLLETAS,no comparable: forma difiere inyectable≠solucion
FC-002663,Lomotil Loperamida,marca,Loperamida,119.56,155.0,1.0,False,90,LOPERAMIDA 2 MG 12 TABLETAS,precio 0.10x el costo
FC-24227339,Loxcel adulto,marca,ALBENDAZOL/QUINFAMIDA,78.0,106.0,2.0,False,80,LOXCELL QUINFAMIDA / ALBENDAZOL 300/400MG 1 TABLETA,no comparable: nuestro catalogo sin concentracion
FMX-301025,Mascarilla-Nebulizacion-Sensimedical Bolsa C/1 Con Nebulizador Pediatrica,marca,,35.1,57.0,1.0,False,9,MASCARILLA FACIAL ORO ETERNAL SECRET 1 PIEZA,confianza 9 < 85
EQ-PBY008,Max Sens Passion Mix 1 Blister 3+1,marca,,23.21,38.0,1.0,False,0,CONDON ALFA CLIMAX ULTRASENSIBLE 2 PIEZAS,confianza 0 < 85
EQ-PBY007,Max Sens Tropicana Mix 1 Blister 3+1,marca,,23.17,38.0,1.0,False,0,CONDON ALFA CLIMAX ULTRASENSIBLE 2 PIEZAS,confianza 0 < 85
FC-DFF99C3F,Mercurio,marca,Arnica montana,7.0,9.1,3.0,False,72,ARNICA 6C 30 TABLETAS,no comparable: forma difiere jarabe≠tableta
FC-D4AC123B,Mercurio Aceite Almendras,marca,Producto homeopatico / natural,8.0,12.8,3.0,False,0,,sin resultados VTEX
FC-931B4809,Mercurio Aceite Coco,marca,Producto homeopatico / natural,8.0,12.8,5.0,False,0,,sin resultados VTEX
FC-69387811,Mercurio Aceite Gomenolado,marca,Producto homeopatico / natural,8.0,12.8,3.0,False,0,,sin resultados VTEX
FC-5A697CC2,Mercurio Aceite Olivo,marca,Producto homeopatico / natural,8.0,12.8,3.0,False,0,,sin resultados VTEX
FC-38CAFE6B,Mercurio Aceite Romero,marca,Producto homeopatico / natural,8.0,12.8,3.0,False,0,,sin resultados VTEX
FC-578F060C,Mercurio Borax Polvo,marca,Producto homeopatico / natural,53.0,84.81,1.0,False,0,,sin resultados VTEX
FC-5D59ED54,Mercurio Cloruro De Magnesio Cajita,marca,Producto homeopatico / natural,17.0,40.0,2.0,False,0,,sin resultados VTEX
FC-3676D5DC,Mercurio Espiritus Tomar,marca,Producto homeopatico / natural,6.0,9.61,3.0,False,0,,sin resultados VTEX
FC-62034164,Mercurio Espiritus Untar,marca,Producto homeopatico / natural,6.0,9.61,3.0,False,0,,sin resultados VTEX
FC-39036C88,Mercurio Glicerina,marca,Producto homeopatico / natural,12.0,19.21,3.0,False,0,,sin resultados VTEX
FC-9507CD66,Mercurio Haba Alcanforada,marca,Producto homeopatico / natural,65.0,104.0,1.0,False,0,,sin resultados VTEX
FC-CB5C11ED,Mercurio Magnesia Anisada,marca,Producto homeopatico / natural,51.5,82.4,1.0,False,0,,sin resultados VTEX
FC-EFB599B5,Mercurio Pan Puerco,marca,Producto homeopatico / natural,9.5,15.0,5.0,False,0,,sin resultados VTEX
FC-FBD776D2,Mercurio Perlas De Eter,marca,Producto homeopatico / natural,170.0,272.0,1.0,False,0,,sin resultados VTEX
FC-FD718DF3,Mercurio Sulfatiazol,marca,Producto homeopatico / natural,11.5,17.0,3.0,False,0,,sin resultados VTEX
FC-47AAF23B,Mercurio Sulfatiazol Polvo,marca,Producto homeopatico / natural,69.0,110.4,1.0,False,0,,sin resultados VTEX
FC-FEAECBF1,Mercurio Tepezcohuite,marca,Producto homeopatico / natural,9.5,15.0,3.0,False,0,,sin resultados VTEX
FC-9827438F,Mercurio Veneno De Abeja,marca,Producto homeopatico / natural,9.5,15.0,3.0,False,0,,sin resultados VTEX
FC-A680F97E,Mercurio Yodo Tomar,marca,Producto homeopatico / natural,11.0,17.61,3.0,False,0,,sin resultados VTEX
FC-D3D28E20,Mercurio Yodo Untar,marca,Producto homeopatico / natural,11.5,18.41,3.0,False,0,,sin resultados VTEX
FC-C4530823,Mercurio óxido de zinc C/50,marca,Producto homeopatico / natural,9.0,54.0,3.0,False,0,,sin resultados VTEX
EQ-LOE111,Metronidazol Cent Nitro 12 Óvulos 300 Mg,marca,Metronidazol / Centella / Nistatina,144.05,231.0,2.0,False,65,METRONIDAZOL / CENTELLA ASIATICA / NITROFURAL 12 OVULOS,no comparable: al competidor le faltan 1/3 principios activos (nistatina)
FC-07535494,Motrin Infantil Suspension 120 ml,marca,Ibuprofeno 2 g/100 ml,186.4,252.0,1.0,False,100,IBUPROFENO  2GR/100ML SUSPENSION 120 ML 1 PIEZA,precio 0.17x el costo
FC-47624171,Nailex Desenterrador Unas Desenterrador Unas,marca,,54.49,87.19,1.0,False,0,,sin resultados VTEX
FC-40015366,Nasalub Sol,marca,Cloruro de sodio + Glicerol,83.32,112.49,1.0,False,39,CLORURO DE SODIO 6.5MG/1ML SOLUCION NASAL 30 ML 1 PIEZA,no comparable: al competidor le faltan 1/2 principios activos (glicerol)
FC-40001314,Nikzon 90 tabletas masticables,marca,Ruscus aculeatus / Lactobacillus sporogenes / Ácido ascórbico,380.0,470.0,1.0,False,43,RUSCUS / HESPERIDINA/ ACIDO ASCORBICO 150/150/100MG 30 CAPSULAS,no comparable: al competidor le faltan 1/3 principios activos (lactobacillus)
FMX-506935,Normogotero-Sensimedical Piezas C/1 S/Aguja,marca,,11.53,19.0,5.0,False,0,,sin resultados VTEX
FC-5145497,NyQuil Z difenhidramina 25 mg C/30,marca,Difenhidramina 25 mg,281.55,100.0,0,False,100,DIFENHIDRAMINA 25 MG 30 CAPSULAS,precio 0.12x el costo
EQ-INN022,Optimila-H Grin gotas 15 mL,marca,Manzanilla / Hialuronato,50.82,82.0,0,False,0,BALSAMO FRIO CON EXTRACTO AISLADO DE CANNABIDIOL CBD / ALOE VERA /ARNICA / MANZANILLA 90 GR 1 PIEZA,no comparable: al competidor le faltan 1/2 principios activos (hialuronato)
FC-52400212,Pastillas Ajolotius Jengibre Hedera,marca,Jengibre/Hedera,20.09,27.0,1.0,False,5,GOMITAS CURCUMA/JENGIBRE 60 PIEZAS MULTIGOMI,no comparable: al competidor le faltan 1/2 principios activos (hedera)
FC-8062229,Pharmaton Complete,marca,Multivitaminas + Ginseng G115,118.0,160.0,1.0,False,46,MULTIVITAMINAS 50 + 30 TABLETAS CENTRUM SILVER,no comparable: al competidor le faltan 1/2 principios activos (ginseng)
FC-58715913,Picot Plus 9 sobres efervescentes,marca,,46.12,62.0,1.0,False,38,SAL DE UVAS PICOT BICARBONATO DE SODIO / ACIDO TARTARICO / ACIDO CITRICOPOLVO EFERVESCENTE 12 SOBRES,confianza 38 < 85
FC-95201021,Pomada Hipoglos Pac,marca,Oxido de zinc,69.58,117.0,1.0,False,70,OXIDO DE ZINC 25GR/100GR PASTA 1 PIEZA,"no comparable: concentracion difiere ['45000mg']≠['100000mg', '25000mg']"
FC-00001049,Pomada de árnica Tarro 50 g Mercurio,marca,Árnica,10.5,17.0,5.0,False,72,ARNICA 6C 30 TABLETAS,no comparable: candidato sin tamano declarado
FC-6B2ADEE9,Protect aerosol 200 dosis,marca,Budesonida + Formoterol,96.21,125.08,1.0,False,0,BUDESONIDA SUSPENSION 0.500MG/2ML O 0.250MG/ML SUSPENSION PARA NEBULIZACION 5 AMPOLLETAS,no comparable: al competidor le faltan 1/2 principios activos (formoterol)
FC-92730451,Riopan Sobres,marca,Magaldrato,268.72,362.78,1.0,False,42,MAGALDRATO/DIMETICONA 80MG/10MG 10SOBRES,no comparable: al competidor le sobran principios activos (dimeticona)
FC-14704187,Senosiain Supositorios Bebe C/10,marca,Glicerol,58.96,77.0,1.0,False,0,,sin resultados VTEX
FC-14704156,Senosiain supositorios adulto C/10,marca,GLICEROL,58.96,94.34,1.0,False,0,,sin resultados VTEX
FC-14704163,Senosiain supositorios infantil C/10,marca,GLICEROL,63.4,102.0,1.0,False,0,,sin resultados VTEX
FC-60101521,Soft Lub Pleasure 56.7 g,marca,,100.8,161.28,1.0,False,0,NEOMICINA / RETINOL (VITAMINA A) UNGÜENTO 28 GR 1 PIEZA,no comparable: concentracion difiere ['56700mg']≠['28000mg']
FC-25100123,Solucion CS PiSA cloruro de sodio 0.9% 500 mL,marca,Cloruro de sodio 0.9%,35.21,55.0,2.0,False,82,AGUA DE MAR ISOTONICA (EQUIVALENTE 0.9% CLORURO DE SODIO) 100 MLL 1 PIEZA,no comparable: candidato sin tamano declarado
FC-54054221,Splash Tears Sol oftálmica,marca,Hipromelosa,140.53,190.0,1.0,False,80,HIPROMELOSA 0.5% SOLUCION OFTALMICA 15 ML 1 PIEZA,no comparable: nuestro catalogo sin concentracion
FC-23001331,Sr. Ting pomada (ácido bórico),marca,Acido bórico / talco,73.6,117.76,1.0,False,72,SAL DE UVAS PICOT BICARBONATO DE SODIO / ACIDO TARTARICO / ACIDO CITRICOPOLVO EFERVESCENTE 12 SOBRES,no comparable: candidato sin tamano declarado
FC-33954740,Suero Pedialyte Sr Manzana,marca,,23.81,32.0,2.0,False,18,ELECTROLITOS ORALES MANZANA 500ML 1 PIEZA,confianza 18 < 85
FC-33961373,Suero Pedialyte Sr fresa,marca,,23.81,32.0,2.0,False,14,ELECTROLITOS ORALES FRESA 500 ML 1 PIEZA,confianza 14 < 85
FC-79400556,Syncol (Paracetamol),marca,Paracetamol/Pamabrom/Pirilamina,98.81,134.0,1.0,False,65,PARACETAMOL 500 MG 10 TABLETAS,"no comparable: al competidor le faltan 2/3 principios activos (pamabrom, pirilamina)"
FC-70600709,Syncol 500/25/15 mg 12 comprimidos,marca,,97.12,130.0,1.0,False,0,,sin resultados VTEX
FC-34092301,Syncol Max tabletas,marca,Naproxeno + Paracetamol,88.69,120.0,1.0,False,80,NAPROXENO SODICO/PARACETAMOL 275MG/300MG 10TABLETAS,no comparable: nuestro catalogo sin concentracion
FC-08485408,Tabcin 500 C/12,marca,Paracetamol + Amantadina + Clorfenamina + Fenilefrina,46.06,63.0,1.0,False,65,AMANTADINA / CLORFENAMINA / PARACETAMOL 24 CAPSULAS,no comparable: al competidor le faltan 1/4 principios activos (fenilefrina)
FC-08499689,Tabcin Active C/12,marca,Paracetamol + Fenilefrina + Dextrometorfano + Guaifenesina,70.6,96.0,2.0,False,65,DEXTROMETORFANO / PARACETAMOL / CLORFENAMINA / FENILEFRINA 12 CAPSULAS SIMI 1-2-3,no comparable: al competidor le faltan 1/4 principios activos (guaifenesina)
FC-08499702,Tabcin Noche C/12,marca,Paracetamol + Fenilefrina + Dextrometorfano + Doxilamina,71.21,97.0,2.0,False,65,DEXTROMETORFANO / PARACETAMOL / CLORFENAMINA / FENILEFRINA 12 CAPSULAS SIMI 1-2-3,no comparable: al competidor le faltan 1/4 principios activos (doxilamina)
FC-08485316,Tabcin efervescente C/12,marca,Acido acetilsalicilico + Fenilefrina + Clorfenamina,37.73,51.0,2.0,False,64,ACIDO ACETILSALICILICO 500MG 12 TABLETAS EFERVESCENTES ASPIRINA,"no comparable: al competidor le faltan 2/3 principios activos (fenilefrina, clorfenamina)"
FC-89592876,Tegaderm 3M 10 x 12 cm C/50,marca,,579.55,700.0,1.0,False,0,,sin resultados VTEX
FC-58792792,Tempra,marca,Paracetamol/fenilefrina/carbinoxamina,58.7,96.0,1.0,False,63,DEXTROMETORFANO / PARACETAMOL / CLORFENAMINA / FENILEFRINA 12 CAPSULAS SIMI 1-2-3,no comparable: al competidor le faltan 1/3 principios activos (carbinoxamina)
