id,sku,nombre,codigo_barras,principio_activo,presentacion,tipo_ficha,clave_monografia,fuente_texto,estado
547,FC-08DB70CB,Bicarbonato Velazquez Grande 200G,7503022640153,Bicarbonato de sodio,bolsa 200g,medicamento,bicarbonato de sodio,instructivo,pendiente
345,FC-16800803,Pañal Diapro Med,7501943474994,Celulosa absorbente,C/10,cuidado_personal_o_material,,fabricante,pendiente
959,EQ-AMS498,Popram 28 Tab 40 Mg,7501349028845,,,revisar_clasificacion,,fabricante,pendiente
714,FC-06910913,Broncolin Bicoestol pastillas cereza C/16,714706910913,,C/16,revisar_clasificacion,,fabricante,pendiente
806,FC-09740268,Cobadex Adulto (Ambroxol/Dextrometorfano) 225-225 mg/100 mL,7502009740268,Ambroxol/Dextrometorfano,Frasco 120 mL con vaso dosificador,medicamento,ambroxol + dextrometorfano,instructivo,pendiente
960,EQ-SON225,Norkin 7 Caps 40 Mg,,,,revisar_clasificacion,,fabricante,pendiente
850,FC-09745393,Siracux Adulto (Oxeladina/Ambroxol) 0.200-0.225 g/100 mL,7502009745393,Oxeladina/Ambroxol,Frasco 120 mL con vaso dosificador,medicamento,oxeladina + ambroxol,instructivo,pendiente
555,FC-1812D26D,Hucius cápsulas,7501590286100,,C/30,revisar_clasificacion,,fabricante,pendiente
417,FC-14982514,Prudence Chocolate,7502214982514,,3 pzs,revisar_clasificacion,,fabricante,pendiente
820,FC-09747168,Fedrimin (Teofilina/Ambroxol) 0.700-0.150 g/100 mL,7502009747168,Teofilina/Ambroxol,Frasco 150 mL con vaso dosificador,medicamento,teofilina + ambroxol,instructivo,pendiente
965,EQ-MAV196,Oxatech 14 Tab 10 Mg,7502009744426,,,revisar_clasificacion,,fabricante,pendiente
751,FC-18754259,Supratex (Levodropropizina) jarabe 120 mL,785118754259,Levodropropizina,Frasco 120 mL,medicamento,levodropropizina,instructivo,pendiente
966,EQ-PHG017,Metronida/Diyohidro 1 Susp,,,,revisar_clasificacion,,fabricante,pendiente
964,EQ-NOV054,Lambliquin 30 Tab 400/200 Mg,7501075717044,,,revisar_clasificacion,,fabricante,pendiente
958,EQ-PGE061,Esterinol 40 Caps 50000ui,7503027446439,,,revisar_clasificacion,,fabricante,pendiente
957,EQ-QUM068,Quimunex 1 Sol 100 Mg/100 Ml,7502223111288,,,revisar_clasificacion,,fabricante,pendiente
963,EQ-SER116,Cyrux 28 Tab 200 Mcg,7501258205221,,,revisar_clasificacion,,fabricante,pendiente
961,EQ-LOE096,Vidalol Plus 20 Tab 10/500 Mg,7502211786788,,,revisar_clasificacion,,fabricante,pendiente
163,FC-52844825,Desodorante Obao Ritual Natural Coco (Mujer),7509552844825,Antitranspirante / desodorante,Roll-ON 65 G,cuidado_personal_o_material,,fabricante,pendiente
224,FC-52910971,Crema Para Peinar Fructis Borrador de Daño,7509552910971,,300 ML,revisar_clasificacion,,fabricante,pendiente
962,EQ-AMS370,Pentoxifilina 30 Tab 400 Mg,7501349028487,,,revisar_clasificacion,,fabricante,pendiente
763,FC-31144302,Collifrin oximetazolina 0.05% solucion 20 mL,7500831144302,Oximetazolina 0.05%,Frasco 20 mL,medicamento,oximetazolina 0.05%,instructivo,pendiente
968,EQ-ULT191,Piroxicam 20 Tab 20 Mg,7502216797376,,,revisar_clasificacion,,fabricante,pendiente
970,EQ-BEA368,Nifedipino 30 Comp 30 Mg,7501342803807,,,revisar_clasificacion,,fabricante,pendiente
760,FC-23111387,Jarabe dropropizina/bromhexina Quimpharma 100 mL,7502223111387,Dropropizina + Bromhexina,Frasco 100 mL,medicamento,dropropizina + bromhexina,instructivo,pendiente
169,FC-06213906,Desodorante Axe Ice Chill 48H (hombre),7506306213906,Antitranspirante / desodorante,SPRAY 150 ML,cuidado_personal_o_material,,fabricante,pendiente
174,FC-06244795,Desodorante Axe Intense 48H (Hombre),7506306244795,Antitranspirante / desodorante,SPRAY 150 ML,cuidado_personal_o_material,,fabricante,pendiente
606,FC-40010712,Tukol-D jarabe Adulto,6502400107128,Guaifenesina + Dextrometorfano,125 ML,medicamento,guaifenesina + dextrometorfano,instructivo,pendiente
589,FC-40017100,XL-3 VR C/24,6502400171006,Paracetamol + Amantadina + Clorfenamina,C/24,medicamento,paracetamol + amantadina + clorfenamina,instructivo,pendiente
46,FC-4C621D07,Vanmoxol,7503001007205,VANMOXOL,1 SUSPENSION,medicamento,vanmoxol,instructivo,pendiente
82,FC-4F737E93,Cloxan,7501573902706,AMBROXOL,1 SOLUCION,medicamento,ambroxol,instructivo,pendiente
972,EQ-EXA045,Neomicina Polimixina-B Bacitracina Ung,,,,revisar_clasificacion,,fabricante,pendiente
150,FC-04D83B46,Pralex,785120755442,Escitalopram,28 TABLETAS,medicamento,escitalopram,instructivo,pendiente
616,FC-5008473,Theraflu TD Limon Resfriado Severo C/10 sobres,7501065008473,Paracetamol + Feniramina + Fenilefrina,C/10 sobres limon,medicamento,paracetamol + feniramina + fenilefrina,instructivo,pendiente
490,FC-60403681,Desenfriol D,7502276040368,Clorfemina/Fenilefrina/Paracetamol,C/30,medicamento,clorfemina + fenilefrina + paracetamol,instructivo,pendiente
87,FC-69A3C416,Wexpec,7503001007694,Salbutamol / Ambroxol,1 SOLUCION,medicamento,salbutamol + ambroxol,instructivo,pendiente
978,EQ-NOV092,Ixicorl 10 Tab 20 Mg,,,,revisar_clasificacion,,fabricante,pendiente
967,EQ-LOE135,Rosanil 7 Tab 500 Mg,7502211783954,,,revisar_clasificacion,,fabricante,pendiente
977,EQ-MAI163,Crostox 30 Tab 20 Mg,0785120755466,,,revisar_clasificacion,,fabricante,pendiente
975,EQ-MAV307,Veratrin 20 Caps 215/25/0.75 Mg,7502009746420,,,revisar_clasificacion,,fabricante,pendiente
973,EQ-NOV176,Pirinovag 10 Tab 500 Mg,7501075727517,,,revisar_clasificacion,,fabricante,pendiente
974,EQ-SON096,Fenimeth V 12 Ovs 500mg/100000 Ui,7502001164697,,,revisar_clasificacion,,fabricante,pendiente
971,EQ-EXA035,Neomici Polimixi B Gramicidi 1 Sol 15 Ml,75049805,,,revisar_clasificacion,,fabricante,pendiente
969,EQ-ALP0410,Nistatina 1 Susp 1 Ui /24 Ml,7503004908844,,,revisar_clasificacion,,fabricante,pendiente
976,EQ-SON153,Nysmosons-V 10 Ovs 500/0.5mg/100000 Ui,7502001164086,,,revisar_clasificacion,,fabricante,pendiente
982,EQ-BIO017,Colpragin 30 Tab 10 Mg,7501573900436,Pravastatina,Caja con 30 tabletas,medicamento,pravastatina,instructivo,pendiente
985,EQ-RAD093,Metronidazol 30 Tab 500 Mg,7501563380316,,,revisar_clasificacion,,fabricante,pendiente
801,FC-73903246,Bromhexina Infantil solución 80 mg/100 mL,7501573903246,,Frasco 100 mL con vaso dosificador,revisar_clasificacion,,fabricante,pendiente
800,FC-73903260,Bromhexina Adulto solución 160 mg/100 mL,7501573903260,,Frasco 100 mL con vaso dosificador,revisar_clasificacion,,fabricante,pendiente
676,FC-7426449,Nesajar 100/300 mg C/16,7502227426449,Pinaverio bromuro; Dimeticona,C/16 capsulas,medicamento,pinaverio bromuro; dimeticona,instructivo,pendiente
797,FC-75710465,Benciefedril jarabe dextrometorfano/guaifenesina,7501075710465,,Frasco 120 mL,revisar_clasificacion,,fabricante,pendiente
167,FC-52876406,Desodorante Obao Men Tatto Aqua (Hombre),7509552876406,Antitranspirante / desodorante,R-ON 65 G,cuidado_personal_o_material,,fabricante,pendiente
795,FC-75723830,Atroxolam (Teofilina/Ambroxol) 7.0-1.5 mg/mL jarabe,7501075723830,Teofilina/Ambroxol,Frasco 150 mL con vaso dosificador,medicamento,teofilina + ambroxol,instructivo,pendiente
807,FC-83144302,Collifrin Adulto (Oximetazolina) 0.05% extra humectante,0780083144302,Oximetazolina,Frasco 20 mL,medicamento,oximetazolina,instructivo,pendiente
219,FC-41500096,Tiraleche de cristal,7501441500096,,1 PZA,revisar_clasificacion,,fabricante,pendiente
449,FC-89794961,Histiacil NF Infantil (Jarabe),7501328979496,AMbroxol/Dextrometorfano,1 JARABE,medicamento,ambroxol + dextrometorfano,instructivo,pendiente
34,FC-85BDBD3D,Acroxil-C,7502001169296,Amoxicilina / Bromhexina,1 SUSPENSION 250 mg/8 mg,medicamento,amoxicilina + bromhexina,instructivo,pendiente
198,FC-42326414,Garnier agua micelar De Rosas,3600542326414,,400 ML,revisar_clasificacion,,fabricante,pendiente
989,EQ-LOE014,Neosedal 1 Jbe 5g/100/120 Ml,7502211780687,,,revisar_clasificacion,,fabricante,pendiente
980,EQ-LOE066,Pensodil-S 5 Sup 200/100 Mg,7502211784043,,,revisar_clasificacion,,fabricante,pendiente
986,EQ-MAV162,Dolxen 10 Tab 500 Mg,7502009741593,,,revisar_clasificacion,,fabricante,pendiente
984,EQ-MAV266,Berniver 2% 1 Ung 15 G,7502009745836,,,revisar_clasificacion,,fabricante,pendiente
983,EQ-QUM006,Mitafar 1 Susp 100mg/5/60 Ml,7502223111073,,,revisar_clasificacion,,fabricante,pendiente
987,EQ-SER165,Estranim 10 Caps 75 Mg,7501258208178,,,revisar_clasificacion,,fabricante,pendiente
990,EQ-SON089,Magnil 1 Jbe 250mg/5/100 Ml,7502001160231,,,revisar_clasificacion,,fabricante,pendiente
988,EQ-SON098,Metroson 1 Susp 250mg/5/120 Ml,7502001164611,,,revisar_clasificacion,,fabricante,pendiente
981,EQ-SON104,Neoderm-F 1 Cma 40g,7502001166028,,,revisar_clasificacion,,fabricante,pendiente
979,EQ-AMS503,Sitagliptina 14 Comp 100 Mg,7501349010048,,,revisar_clasificacion,,fabricante,pendiente
954,EQ-AMS232,Pregabalina 28 Caps 75 Mg,7501349025943,Pregabalina,Caja con 28 cápsulas,medicamento,pregabalina,instructivo,pendiente
999,EQ-BEA429,Metformina 30 Tab 850 Mg,7501342802565,,,revisar_clasificacion,,fabricante,pendiente
953,EQ-ULT146,Pioglitazona 7 Tab 15 Mg,7502216796737,,,revisar_clasificacion,,fabricante,pendiente
992,EQ-BEA416,Metoclopramida 20 Tab 10 Mg,7501342804385,,,revisar_clasificacion,,fabricante,pendiente
994,EQ-BRL053,Direpasid (Metoclopramida) 20 Tab 10 Mg,7502208892638,,,revisar_clasificacion,,fabricante,pendiente
195,FC-46683133,Palmolive Neutro-Bal Dermo Limp,7509546683133,Surfactantes / formula corporal,120 G,cuidado_personal_o_material,,fabricante,pendiente
642,FC-9525015,Eucaliptine Jarabe 140 ml,7501159525015,Dextrometorfano + Sulfoguayacol,Frasco 140 ml,medicamento,dextrometorfano + sulfoguayacol,instructivo,pendiente
193,FC-46059556,Palmolive líquido neutro,7509546059556,Surfactantes / formula corporal,221 ML,cuidado_personal_o_material,,fabricante,pendiente
33,FC-B4477A00,Pentibroxil,7503000422757,AMOXICILINA + AMBROXOL,16 CAPSULAS,medicamento,amoxicilina + ambroxol,instructivo,pendiente
917,EQ-RAD092,Dextrometorfano 1 Jbe 300 Mg/120 Ml,7501563380408,Dextrometorfano,Frasco 120 mL,medicamento,dextrometorfano,instructivo,pendiente
856,FC-36006028,Virindrez Infantil (Oximetazolina) 0.025%,7501836006028,Oximetazolina,Frasco atomizador 20 mL,medicamento,oximetazolina,instructivo,pendiente
887,EQ-QUM070,Drosequim Ad 1 Jbe 300/160/200 Ml,7502223111400,Dropropizina / Bromhexina,Frasco 200 mL,medicamento,dropropizina + bromhexina,instructivo,pendiente
499,FC-08426944,Flanax Gel Naproxeno Sodico,7501008426944,Naproxeno sodico,Gel 40g 5.5%,medicamento,naproxeno sodico,instructivo,pendiente
998,EQ-BIO058,Wadil 30 Tab 500/5 Mg,7501573900252,,,revisar_clasificacion,,fabricante,pendiente
996,EQ-MAI150,Maviglin 60 Grag 500/5 Mg,0785118754204,,,revisar_clasificacion,,fabricante,pendiente
995,EQ-MAV392,Cetilver 1 Gel 8% C/10 G,7502009748448,,,revisar_clasificacion,,fabricante,pendiente
991,EQ-NOV004,Cirulan 20 Tab 10 Mg,7501075710786,,,revisar_clasificacion,,fabricante,pendiente
997,EQ-NOV157,Glunovag 60 Tab 500 Mg,7501075717013,,,revisar_clasificacion,,fabricante,pendiente
1000,EQ-ULT056,Retoflam-F 10 Tab 215/15 Mg,7502216792197,,,revisar_clasificacion,,fabricante,pendiente
1001,EQ-WER040,Punab 30 Tab 50 Mg,7502240450070,,,revisar_clasificacion,,fabricante,pendiente
993,EQ-BEA424,Metoprolol 20 Tab 100mg,7501342804408,,,revisar_clasificacion,,fabricante,pendiente
1005,EQ-AVT213,Menflixil 14 Tab 7.5 Mg,7502209858046,Meloxicam,Caja con 14 tabletas,medicamento,meloxicam,instructivo,pendiente
855,FC-36006042,Virindrez Adulto (Oximetazolina) 0.050%,7501836006042,Oximetazolina,Frasco atomizador 20 mL,medicamento,oximetazolina,instructivo,pendiente
197,FC-43489004,Escudo Rosa Cuidado,7501943489004,Surfactantes / formula corporal,110 G,cuidado_personal_o_material,,fabricante,pendiente
653,FC-46642073,Microdacyn Solucion 60 ml,7502246642073,Acido hipocloroso / solucion antiseptica,Frasco 60 ml,medicamento,acido hipocloroso + solucion antiseptica,instructivo,pendiente
921,EQ-DEG011,Convifer C/Hierro 1 Sol 3/2/.1mg/110,7501825300175,,,revisar_clasificacion,,fabricante,pendiente
1006,EQ-BIO003,Biomesina Compuesta 10 Grag 250/10 Mg,7501573900115,,,revisar_clasificacion,,fabricante,pendiente
89,FC-447B30F9,Budesonida,7501349023987,Budesonida,5 AMPOLLETA,medicamento,budesonida,instructivo,pendiente
637,FC-69200016,Estomaquil Polvo C/20,7501369200016,Bismuto subsalicilato; Hidróxido de magnesio; Carbonato de calcio,C/20 sobres 3 g,medicamento,bismuto subsalicilato; hidroxido de magnesio; carbonato de calcio,instructivo,pendiente
727,FC-9741524,Naturex colágeno hidrolizado tabletas C/60,7502009741524,Colageno,C/60,suplemento_o_natural,,fabricante,pendiente
1124,FMX-500998,Gelcavit-Platinum Capsulas C/30,,,,revisar_clasificacion,,fabricante,pendiente
1126,FMX-501000,Gelcavit-Colors Capsulas C/30,,,,revisar_clasificacion,,fabricante,pendiente
1123,FMX-501003,Gelcavit-Q-10 Capsulas C/30,,,,revisar_clasificacion,,fabricante,pendiente
729,FC-0211225,Dibenel cápsulas vitaminas omega 3 C/30,7501590211225,,C/30,revisar_clasificacion,,fabricante,pendiente
146,FC-2E79C2D8,Hierro Dex,7501349020412,Hierro dextrán,3 AMPOLLETA,medicamento,hierro dextran,instructivo,pendiente
1011,EQ-COL016,Bonazin 1 Fa 50/25/20 Mg,0780083139575,,,revisar_clasificacion,,fabricante,pendiente
1003,EQ-LIF006,Carbafen 30 Tab 400/350mg,7501836000118,,,revisar_clasificacion,,fabricante,pendiente
1002,EQ-MAV175,Flexiver Compuesto 20 Caps 215/7.5 Mg,7502009742101,,,revisar_clasificacion,,fabricante,pendiente
1004,EQ-SON034,Busconet 10 Tab 250/10 Mg,7502001160026,,,revisar_clasificacion,,fabricante,pendiente
1009,EQ-SON091,Meclison 20 Tab 50/25 Mg,7502001162525,,,revisar_clasificacion,,fabricante,pendiente
1007,EQ-SON175,Ardosons 20 Caps 215/25/0.75 Mg,7502001162426,,,revisar_clasificacion,,fabricante,pendiente
1012,EQ-VIT073,Bocetix 1 Sol 50 Mg 150 Ml,7501478317421,,,revisar_clasificacion,,fabricante,pendiente
1010,EQ-BEA426,Oxido De Zinc 1 Pasta 30 G,7501342804590,,,revisar_clasificacion,,fabricante,pendiente
1008,EQ-BEA468,Quetiapina 60 Tab 100 Mg,7506624900908,,,revisar_clasificacion,,fabricante,pendiente
939,EQ-ULT230,Levonorgestrel 1 Tab 1.5 Mg,7502216806474,Levonorgestrel,Caja con 1 tableta,medicamento,levonorgestrel,instructivo,pendiente
1020,EQ-BEA336,Neomi/Cao/Pecti 20tab 129/280/30 Mg,7501342804583,,,revisar_clasificacion,,fabricante,pendiente
342,FC-00003920,Arnica Mercurio,3311000003944,Producto homeopatico / natural,Globulos,suplemento_o_natural,,fabricante,pendiente
1021,EQ-AMS463,Butilhioscina 10 Tab 10 Mg,7501349024601,,,revisar_clasificacion,,fabricante,pendiente
1017,EQ-LIF039,Tiniazol 1 Shampoo 2g/120 Ml,7501836000927,Ketoconazol,Frasco 120 mL,medicamento,ketoconazol,instructivo,pendiente
262,FC-92503558,Ego Magnetic Fij-Alta,7506192503358,,200 g,revisar_clasificacion,,fabricante,pendiente
1019,EQ-APO142,Espadiva 10 Tab 20/400 Mg,7501277091034,,,revisar_clasificacion,,fabricante,pendiente
263,FC-99425580,Gel X-Treme Titan,7501199425580,,250 G,revisar_clasificacion,,fabricante,pendiente
719,FC-00204798,Omelina Gel Omega 3-6-9 linaza orgánica C/60,7503002047958,Aceite de linaza organica,C/60,medicamento,aceite de linaza organica,instructivo,pendiente
560,FC-C8B741F6,FC producto botiquín,,,,revisar_clasificacion,,fabricante,pendiente
305,FC-46650708,Shampoo Mennen lavanda extracto avena,7509546650708,Surfactantes / formula capilar,200 ML,cuidado_personal_o_material,,fabricante,pendiente
271,FC-46655055,Mousse Caprice Volum-Cirl,7509546655055,,200 G,revisar_clasificacion,,fabricante,pendiente
728,FC-0287855,Vita Kid-C jarabe vitamina C naranja 240 ml,7501590287855,Vitamina c,240 ML,suplemento_o_natural,,fabricante,pendiente
646,FC-08421321,Redoxon 1g 2-pack Naranja,7501008421321,Acido ascorbico (Vitamina C),Caja 2 tubos x 10 tab,suplemento_o_natural,,fabricante,pendiente
328,FC-46655727,Jabon Mennen Baby Magic Lavan Hipoalerg,7509546655727,Jabon / tensioactivos,90 G,cuidado_personal_o_material,,fabricante,pendiente
1013,EQ-COD086,Bano Coloide 1 Pvo 96.5/2/90 G,7503028771684,,,revisar_clasificacion,,fabricante,pendiente
1016,EQ-COL239,Volfenac Gel 1 Gel 2.32g/100 G,0780083149024,,,revisar_clasificacion,,fabricante,pendiente
1018,EQ-LIF153,Realdrax Mxd 10 Tab 20/400 Mg,7501836010087,,,revisar_clasificacion,,fabricante,pendiente
1015,EQ-NOV137,Nineka 20 Tab 129/280/30 Mg,7501075722253,,,revisar_clasificacion,,fabricante,pendiente
1014,EQ-VIT055,Rotumal 1 Gel 60g/1.16 %,7502227426869,,,revisar_clasificacion,,fabricante,pendiente
1022,EQ-QUI096,Levo. Etinilestradiol 21 Tab 0.15/0.03 M,7501644707506,,,revisar_clasificacion,,fabricante,pendiente
27,FC-697EEAD0,Kurtosil,7502009747656,Ácido fusídico / Betametasona,1 CREMA,medicamento,acido fusidico + betametasona,instructivo,pendiente
421,FC-62746605,Jarabe Ajolotiux Orig Con Miel,7500462746605,Mezcla herbal con Vitaminas C & A,250 mL,suplemento_o_natural,,fabricante,pendiente
482,FC-65095718,Centrum Balance,7501065095718,Multivitaminico + minerales,C/30,suplemento_o_natural,,fabricante,pendiente
641,FC-8062229,Pharmaton Complete,3664798062229,Multivitaminas + Ginseng G115,C/30 tabletas,suplemento_o_natural,,fabricante,pendiente
645,FC-8421321,Redoxon 1g Naranja,7501008409527,Acido ascorbico (Vitamina C),10 tab,suplemento_o_natural,,fabricante,pendiente
682,FC-8505126,Neuralin solucion inyectable,7501088505126,Complejo B + Lidocaina + Dexametasona,C/2 ampolletas (No.1 + No.2),medicamento,complejo b + lidocaina + dexametasona,instructivo,pendiente
412,FC-49824911,Prudence condones uva C/3,7502214982491,Latex,C/3,cuidado_personal_o_material,,fabricante,pendiente
1132,FC-84500546,Cintapore cinta microporosa piel 2.5 cm x 5m,7506484500546,,Rollo 2.5 cm x 5m color piel,revisar_clasificacion,,fabricante,pendiente
1184,FC-28833707,Levofloxacino 500 mg Caja con 7 tabletas beadvance,7501342802954,Levofloxacino,Caja con 7 tabletas,medicamento,levofloxacino,instructivo,pendiente
1185,FC-09741425,Fasiclor 500 mg Caja con 15 cápsulas Maver,7502009741425,Cefaclor,Caja con 15 cápsulas,medicamento,cefaclor,instructivo,pendiente
37,FC-01B2F362,Fasiclor 250 mg/ 5 mL,7502009741050,CEFACLOR 250 mg/ 5 mL,1 SUSPENSION,medicamento,cefaclor,instructivo,pendiente
720,FC-9892403,Naturex citrato de magnesio y lecitina de soya C/30,7502259892403,citrato de magnesio y lecitina de soya,C/30,medicamento,citrato de magnesio y lecitina de soya,instructivo,pendiente
1025,EQ-BIO021,Docsi 20 Tab 4 Mg,7501573900153,,,revisar_clasificacion,,fabricante,pendiente
1030,EQ-BIO188,Broxtorfan Inf 1 Jbe 150/113 Mg/120 Ml,7501573908036,,,revisar_clasificacion,,fabricante,pendiente
1024,EQ-BRL072,Lo Bruquin 2 Tab 150/200 Mg,7502208894915,,,revisar_clasificacion,,fabricante,pendiente
1026,EQ-COD060,Maracina 1 Spray 30 Ml 150 Mg /100 Ml,7503028771400,,,revisar_clasificacion,,fabricante,pendiente
1033,EQ-HIS045,Cifhir 1 Gel 60g/5 %,7502213040871,,,revisar_clasificacion,,fabricante,pendiente
1029,EQ-PGE046,Progelben 20 Caps 100 Mg,7503008344211,,,revisar_clasificacion,,fabricante,pendiente
1032,EQ-SON164,Clotrinazol Dual 3 Ovs 200mg 1cma 10g,7502001163485,,,revisar_clasificacion,,fabricante,pendiente
1027,EQ-STR008,Trociletas-B Limon. 12 Tab 2.5/10 Mg,7501547522145,,,revisar_clasificacion,,fabricante,pendiente
1028,EQ-BIO136,Lozamir-C 1 Cma 1/30 G,7501573904403,,,revisar_clasificacion,,fabricante,pendiente
1023,EQ-ALP0526,Clioquinol 1 Cma 3% 20 G,7503004908677,,,revisar_clasificacion,,fabricante,pendiente
1040,EQ-MAV387,Trimebut/Simetic Sup Ped 0.60g/0.60g,,,,revisar_clasificacion,,fabricante,pendiente
1186,FC-52200809,Cina 750 mg Caja con 7 tabletas Landsteiner,7502225092486,Levofloxacino 750 mg,Caja con 7 tabletas,medicamento,levofloxacino,instructivo,pendiente
1038,EQ-SER183,Murreolak 20 Tab Efervecentes 600 Mg,7501258215954,,,revisar_clasificacion,,fabricante,pendiente
196,FC-06241206,Dove tono uniforme 72h,7506306241206,Surfactantes / formula corporal,SPRAY 150 ML,cuidado_personal_o_material,,fabricante,pendiente
182,FC-38891190,Jabon Dove Original,0672388911904,Jabon / tensioactivos,135 G,cuidado_personal_o_material,,fabricante,pendiente
1187,FC-49021044,Clindamicina 600 mg/4 mL Caja con 5 ampolletas AMSA,7501349021044,Clindamicina,Caja con 5 ampolletas,medicamento,clindamicina,instructivo,pendiente
1192,FC-00001049,Pomada de árnica Tarro 50 g Mercurio,3311000001049,Árnica,Tarro 50 g,suplemento_o_natural,,fabricante,pendiente
548,FC-89F00320,Mercurio Arnica,,Arnica montana,C/25,suplemento_o_natural,,fabricante,pendiente
1036,EQ-MAV410,Benzocaina 1 Gel 10 G .1/1 G,7502009747205,,,revisar_clasificacion,,fabricante,pendiente
53,FC-7D1D9857,Acetilsalicilico,,Acido acetilsalicilico,30 TABLETAS,medicamento,acido acetilsalicilico,instructivo,pendiente
47,FC-022543CD,Valclan,,AMOXICILINA/AC. CLAVULANICO,10 TABLETAS,medicamento,amoxicilina + ac. clavulanico,instructivo,pendiente
513,FC-2E5B7248,Reumatol,,MENTOL + ALCANFOR + METILSALICILATO,60 G,medicamento,mentol + alcanfor + metilsalicilato,instructivo,pendiente
129,FC-6898B64F,Bioerter,,CETIRIZINA,1 SUSPENSION,medicamento,cetirizina,instructivo,pendiente
181,FC-22105207,Jabon Grisi Neutro,7501022105207,Jabon / tensioactivos,150 G,cuidado_personal_o_material,,fabricante,pendiente
59,FC-3A4583F3,Penipot bencilpenicilina procainica,7501349012172,BENCILPENICILINA,1 FRASCO AMPULA,medicamento,bencilpenicilina,instructivo,pendiente
554,FC-4F05124E,Gelcavit-9M cápsulas C/30,7501130713868,,C/30,revisar_clasificacion,,fabricante,pendiente
1037,EQ-BIO167,Bixen 12 Tab 550 Mg,7501573908104,,,revisar_clasificacion,,fabricante,pendiente
1039,EQ-CMD015,Materfol 90 Comp 0.4 Mg,7501590222214,,,revisar_clasificacion,,fabricante,pendiente
1043,EQ-COL258,Alzocid 4 Tab 20 Mg,0780083149055,,,revisar_clasificacion,,fabricante,pendiente
1031,EQ-FAC0057,Farmiver Infantil 1 Susp 100/400mg/10,7502006921967,,,revisar_clasificacion,,fabricante,pendiente
1035,EQ-LOE131,Faribrox Tm Inf 1 Jbe 150/113mg/100/150,7502211789284,,,revisar_clasificacion,,fabricante,pendiente
1041,EQ-MAV239,Linexel Lp 20 Caps 75 Mg,7502009745386,,,revisar_clasificacion,,fabricante,pendiente
1042,EQ-QUM052,Quimikan 1 Sol C/ Apli 10 Ml 200mg/ 1 Ml,7502223112445,,,revisar_clasificacion,,fabricante,pendiente
1034,EQ-WER025,Amantadina(Rosel) 24 Caps 50/3/300 Mg,7503003738404,,,revisar_clasificacion,,fabricante,pendiente
166,FC-27286017,Desodorante Obao Classic (Hombre),7501027286017,Antitranspirante / desodorante,R-ON 65 G,cuidado_personal_o_material,,fabricante,pendiente
1054,EQ-RAM014,Fermig 2 Tab 100 Mg,7502227871058,Sumatriptán,Caja con 2 tabletas,medicamento,sumatriptan,instructivo,pendiente
599,FC-50608272,Contac Ultra,75029650608272,Paracetamol + Fenilefrina + Clorfenamina,12 TABLETAS,medicamento,paracetamol + fenilefrina + clorfenamina,instructivo,pendiente
1051,EQ-BEA403,Tamsulosina 20 Caps 0.4 Mg,7502209851528,,,revisar_clasificacion,,fabricante,pendiente
618,FC-50724298,Tempra jarabe Infantil,7501058714305,Paracetamol,120 ML,medicamento,paracetamol,instructivo,pendiente
1048,EQ-SON220,Clotrimazol 1 Ov 500 Mg,7502001164413,,,revisar_clasificacion,,fabricante,pendiente
1047,EQ-ULT224,"Telmisartan, Hidroclo 14 Tab 80/12.5 Mg",7502216803244,,,revisar_clasificacion,,fabricante,pendiente
722,FC-13071164,Gelcavit Q-10 coenzima Q10 jalea real C/30,7501130711642,coenzima Q10 jalea real,C/30,medicamento,coenzima q10 jalea real,instructivo,pendiente
382,FC-50882017,Dermodine Espuma 120 mL,7501250882017,Iodopovidona,,medicamento,iodopovidona,instructivo,pendiente
1055,EQ-MAV401,Dexpantenol 1 Cma 5% 30 G,,,,revisar_clasificacion,,fabricante,pendiente
1046,EQ-BIO112,Gristalit 1 Jbe 600/100mg/30 Ml,7501573904700,,,revisar_clasificacion,,fabricante,pendiente
1050,EQ-DEN074,Delaphil 14 Tab 5 Mg,7506476200126,,,revisar_clasificacion,,fabricante,pendiente
1049,EQ-LIF033,Queratal 1 Cma 20 G,7501836002020,,,revisar_clasificacion,,fabricante,pendiente
1044,EQ-LIF064,Cineprac 20 Tab 200 Mg,7501836002969,,,revisar_clasificacion,,fabricante,pendiente
946,EQ-MAI144,Figral 10 Tab 100 Mg,0785118753962,,,revisar_clasificacion,,fabricante,pendiente
1052,EQ-MAV206,Versalver 30 Comp 80 Mg,7502009744839,,,revisar_clasificacion,,fabricante,pendiente
1045,EQ-NUC034,Tefilinb 28 Tab 2 Mg,7506353200645,,,revisar_clasificacion,,fabricante,pendiente
1053,EQ-SER117,Lisertil 30 Tab 2.5 Mg,7501258205474,,,revisar_clasificacion,,fabricante,pendiente
311,FC-09419324,Pasta Dent Sensodyne Original,7896009419324,Fluoruro de sodio,3 oz,medicamento,fluoruro de sodio,instructivo,pendiente
1057,EQ-PBY008,Max Sens Passion Mix 1 Blister 3+1,7503014377180,,3+1 extra delgados Passion Mix,revisar_clasificacion,,fabricante,pendiente
154,FC-FD92D114,Ovisen,7501573900290,FLUOXETINA,14 TABLETAS,medicamento,fluoxetina,instructivo,pendiente
723,FC-9890331,Lactiv Kids proteína soya probióticos sobres C/6,7502259890331,,C/6,revisar_clasificacion,,fabricante,pendiente
