sku,ticket,nombre_original,nombre_nuevo,marca,presentacion,forma,principio_activo,categoria,notas
FC-24511636,77827,Silica Shine Sily 3/1 Naran 12Cml,Silica Shine Sily 3/1 Naran,Silica Shine,12 ML,Tratamiento capilar,,Higiene capilar,
FC-75001865,77827,Brill Palmol Lio 115M,Lio 115M,Lio,,Brillantine,,Higiene capilar,
FC-46655055,77827,Mousse Caprice Volum-Cirl 200 G,Caprice Volum-Cirl,Caprice,200 G,Mousse capilar,,Higiene capilar,
FC-06247468,77827,Gel Ego Fresh C-Cas Fij-Alt 200Ml,Ego Fresh C-Cas Fij-Alt,Ego,200 ML,Gel,,Cuidado personal,
FC-92506601,77827,Gel Ego For Men Attraction 200 Ml,Ego For Men Attraction,Ego,200 ML,Gel,,Cuidado personal,
FC-86494262,77827,Cep Dent Oral-B Indicat35Sve,Oral-B Indicat35Sve,Oral-B,,Cepillo dental,,Higiene bucal,
FC-92506045,77827,Cera Ego Firme Matte 25 G,Ego Firme Matte,Ego,25 G,Cera capilar,,Higiene capilar,
FC-84431050,77827,Acetona Jaloma 60 Ml,Jaloma,Jaloma,60 ML,Acetona,,Cuidado personal,
FC-45720567,77827,Silkhair Quita Esmalte Coco 100 Ml,Quita Esmalte Coco,,100 ML,Tratamiento capilar,,Higiene capilar,
FC-84437151,77827,Acetona Jaloma 120 Ml,Jaloma,Jaloma,120 ML,Acetona,,Cuidado personal,
FC-48640775,77827,Protec Tocmx2.75M 1 Pza Venda De Yeso C12,Tocmx2.75M Venda De Yeso C12,,1 PZA,Material de curación,,Botiquín,
FC-48640799,77827,Protec 15Cmx2.75M 1 Pza Venda De Yeso C12,15Cmx2.75M Venda De Yeso C12,,1 PZA,Material de curación,,Botiquín,
FC-46640629,77827,Protec 20Cmx2.75M 1 Pza Venda De Yeso,20Cmx2.75M Venda De Yeso,,1 PZA,Material de curación,,Botiquín,
FC-48640751,77827,Protec 5Cmx2.75M 1 Pza Venda De Yeso C12 Pz,5Cmx2.75M Venda De Yeso C12 Pz,,1 PZA,Material de curación,,Botiquín,
FC-26462078,77827,Ternura Flor-Balon 18 Pzs Chupon Con Miel,Ternura Flor-Balon 18 Pzs Chupon Con Miel,Ternura,,,,,
FC-54500216,77827,Cra Nivea Sdatarr Giga 400Ml,Nivea Sdatarr Giga,Nivea,400 ML,Crema,,Cuidado personal,
FC-75064938,77827,Desod Ego Force 24H R-On 45Ml Dic26,Ego Force 24H R-On Dic26,Ego,45 ML,Desodorante,,Higiene personal,
FC-20501673,77827,Cra Hinds Liq Agave Azul 400Ml,Hinds Liq Agave Azul,Hinds,400 ML,Crema,,Cuidado personal,
FC-08802838,77827,Cra Nivea B Sofmilk Sec400Ml,Nivea B Sofmilk Sec400 Ml,Nivea,,Crema,,Cuidado personal,
FC-36040450,77827,Cra Grisi Conchnac P/Manos 80 Ml,Grisi Conchnac P/Manos,Grisi,80 ML,Crema,,Cuidado personal,
FC-56330309,77827,Cra Clarant B3 Nml/Gsa 100G,Clariant B3 Nml/Gsa,Clariant,100 G,Crema,,Cuidado personal,
FC-42270027,77827,Cra Nivea Cuidada Clar-Nat 200Ml,Nivea Cuidada Clar-Nat,Nivea,200 ML,Crema,,Cuidado personal,
FC-00942760,77827,Gel Niv Fac Ref Hidra Hyalu 200Ml,Niv Fac Ref Hidra Hyalu,,200 ML,Gel,,Cuidado personal,
FC-54558682,77827,Cra Corp Niveamilk 400Ml+Cra100Ml,Corp Niveamilk +Cra100 Ml,,400 ML,Crema,,Cuidado personal,
FC-40030963,77827,Cra Teatrical Cel-Ma Nutrit 400Ml,Teatrical Cel-Ma Nutrit,Teatrical,400 ML,Crema,,Cuidado personal,
FC-26462061,77827,Chupon Ternura Ortodontic Miel C3,Ternura Ortodontic Miel C3,Ternura,,Chupón,,Bebés,
FC-35469151,77827,Cra Lubriderm Uv Fps15 120Ml,Lubriderm Uv Fps15,Lubriderm,120 ML,Crema,,Cuidado personal,
FC-36032776,77827,Sh Grisi Ricitos Oro Biopure 250Ml,Ricitos de Oro Oro Biopure,Ricitos de Oro,250 ML,Shampoo,,Higiene capilar,
FC-07502441,77827,Jbn Johnson'S Baby Antes/Dor 75 G,Johnson S Baby Antes/Dor,Johnson,75 G,Jabón,,Higiene personal,
FC-46655079,77827,Jbn Palmol N-Bal Corp Baby0% 90G,Palmolive N-Bal Corp Baby0%,Palmolive,90 G,Jabón,,Higiene personal,
FC-82790016,77827,Tco Nuvel Protec Pura Para Bebe200G,Nuvel Pura Para Bebe200 G,Nuvel,,Talco,,Higiene personal,
FC-36041402,77827,Cra Hinds Hidr-Extr Almendras 500Ml,Hinds Hidr-Extr Almendras,Hinds,500 ML,Crema,,Cuidado personal,
FC-07528939,77827,Cra Lubriderm Thint Psec120Ml,Lubriderm Thint Psec120 Ml,Lubriderm,,Crema,,Cuidado personal,
FC-31244486,77827,Cra Lubriderm P/Normal 120Ml,Lubriderm P/Normal,Lubriderm,120 ML,Crema,,Cuidado personal,
FC-46074504,77827,Sh Mennen Zero% Sve 400Ml,Mennen Zero% Sve,Mennen,400 ML,Shampoo,,Higiene capilar,
FC-36033735,77827,Sh Ricitos Oro Agua De Coco 250Ml,Ricitos de Oro Oro Agua De Coco,Ricitos de Oro,250 ML,Shampoo,,Higiene capilar,
FC-46650708,77827,Sh Mennen Lavan-Extrac Aven 200Ml,Mennen Lavan-Extrac Aven,Mennen,200 ML,Shampoo,,Higiene capilar,
FC-22133286,77827,Sh Grisi Rici Oro Miel 250Ml,Grisi Rici Oro Miel,Grisi,250 ML,Shampoo,,Higiene capilar,
FC-86472048,77827,Cep Dent Accion Mayo Alcan Somed,Alcanforada Mayo Somed,Alcanforada,,Cepillo dental,,Higiene bucal,
FC-09498091,77827,Sensodyne Protec Complet + Acc Lim Efec 90G,Sensodyne Complet + Acc Lim Efec,Sensodyne,90 G,Material de curación,,Botiquín,
FC-95129166,77827,Cep Dent Oral-B 3Dw Advant Med2X1,Oral-B 3Dw Advant Med2X1,Oral-B,,Cepillo dental,,Higiene bucal,
FC-42417644,77827,Cra Nivea Cuidado Int P/Mano 75Ml,Nivea Cuidado Int P/Mano,Nivea,75 ML,Crema,,Cuidado personal,
FC-09419324,77827,Cd Sensodyne Original,Sensodyne Original,Sensodyne,,Crema dental,,Higiene bucal,
FC-40013898,77827,Cra Teatrical Lanol/Ros 52Gr,Teatrical Lanol/Ros,Teatrical,52 G,Crema,,Cuidado personal,
FC-54549819,77827,Cra Corp Niv Soft M P/Seca 100Ml,Corp Niv Soft M P/Seca,,100 ML,Crema,,Cuidado personal,
FC-17360604,77827,Tas San Kotex Ant Flujo Abundante S/A 10Pz,Kotex Ant Flujo Abundante S/A 10Pz,Kotex,,Toallas sanitarias,,Higiene personal,
FC-46072050,77827,Sh Mennen Miel-Mza Sve 200Ml,Mennen Miel-Mza Sve,Mennen,200 ML,Shampoo,,Higiene capilar,
FC-22150221,77827,Jbn Ricitos D Oro Neutro 90 G,Ricitos de Oro Neutro,Ricitos de Oro,90 G,Jabón,,Higiene personal,
FC-20501765,77827,Cra Grisi Aloe Vera P/Manos 80 Mln,Grisi Aloe Vera P/Manos,Grisi,80 ML,Crema,,Cuidado personal,
FC-56326142,77827,Cra S Ponds Humectante 100G,Ponds S Humectante,Ponds,100 G,Crema,,Cuidado personal,
FC-48691005,77827,Protec Tensolastic Plus 10Cmx5M Venda Elast,Tensolastic Plus Venda Elast,,10 CM x 5 M,Material de curación,,Botiquín,
FC-31976394,77827,Enj Buc List Anticari-Al 250Ml,Listerine Anticari-Al,Listerine,250 ML,Enjuague bucal,,Higiene bucal,
FC-43427754,77827,Tas Sanit Kotex Nat Flex Noct C/5,Kotex Nat Flex Noct,Kotex,C/5,Toallas sanitarias,,Higiene personal,
FC-31887928,77827,Enj Buc List Care Zero Mta 250Ml,Listerine Care Zero Mta,Listerine,250 ML,Enjuague bucal,,Higiene bucal,
FC-54503095,77827,Cra Nivea Sda Tarro 100 Ml,Nivea Sda Tarro,Nivea,100 ML,Crema,,Cuidado personal,
FC-85800198,77827,Tas Hum Th Bebin Super C/80,Huggies Super,Huggies,C/80,Toallas húmedas,,Higiene personal,
FC-72629012,77827,Cep Dent Clinic Adulto Med 40 C12,Colgate Adulto Med 40 C12,Colgate,,Cepillo dental,,Higiene bucal,
FC-10974329,77827,Enj Buc List Zero Mta Sve 250Ml,Listerine Zero Mta Sve,Listerine,250 ML,Enjuague bucal,,Higiene bucal,
FC-00701992,77827,Nivea 75Ml Cra P/Manos 3En1 Ant-Arrugas,Nivea Manos 3En1 Ant-Arrugas,Nivea,75 ML,Crema,,Cuidado personal,
FC-46655727,77827,Jbn Mennen Baby Magic Lavan 90 G,Mennen Baby Magic Lavan,Mennen,90 G,Jabón,,Higiene personal,
FC-35908130,77827,Tco Mennen Azul 200G,Mennen Azul,Mennen,200 G,Talco,,Higiene personal,
FC-48691104,77827,Protec Tensolastic Plus 15Cmx5M Venda Elast,Tensolastic Plus Venda Elast,,15 CM x 5 M,Material de curación,,Botiquín,
FC-35908147,77827,Tco Mennen Rosa 200G,Mennen Rosa,Mennen,200 G,Talco,,Higiene personal,
FC-19006371,77827,Tas Sanit Saba Inv Alas C/10,Saba Inv Alas,Saba,C/10,Toallas sanitarias,,Higiene personal,
FC-85103015,77827,Bebin Super 4Opzs Toallitas Humedas,Huggies Super Toallitas Humedas,Huggies,4 PZA,,,,
FC-48690800,77827,Protec Tensolastic Plus 5Cmx5M Venda Elasti,Tensolastic Plus Venda Elasti,,5 CM x 5 M,Material de curación,,Botiquín,
FC-40171550,77827,C D Sensodyne Rapido Alivio 100G,Sensodyne Rapido Alivio,Sensodyne,100 G,Crema dental,,Higiene bucal,
FC-48690909,77827,Protec Tensolastic Plus 7Cmx5M Venda Elasti,Tensolastic Plus Venda Elasti,,7 CM x 5 M,Material de curación,,Botiquín,
FC-68900264,112558,DIBAR ALCOHOL 125ML ROJO,Dibar Rojo,Dibar,125 ML,Alcohol,,Botiquín,
FC-68960257,112558,DIBAR ALCOHOL ILT ROJO,Dibar Ilt Rojo,Dibar,,Alcohol,,Botiquín,
FC-68900226,112558,ADIBAR ALCOHOL 250ML. ROJO,Dibar Rojo,Dibar,250 ML,Alcohol,,Botiquín,
FC-68990023,112558,DIBAR ALCOHOL 500ML. ROJO,Dibar Rojo,Dibar,500 ML,Alcohol,,Botiquín,
FC-77620056,112558,AGUA DESTILADA LA FLOR 1 LT,La Flor Agua Destilada,La Flor,1 L,Agua destilada,,Botiquín,
FC-00003920,112558,ARNICA MERCURIO,Mercurio Arnica,Mercurio,,,,Producto,
FC-76000260,112558,CREMA AMARILLA VITACILINA ACLARADORA,Vitacilina Amarilla Aclaradora,Vitacilina,,Crema,,Cuidado personal,
FC-76000253,112558,CREMA ROJA VITACILINA ANTIARRUGAS 100GR,Vitacilina Roja Antiarrugas,Vitacilina,100 G,Crema,,Cuidado personal,
FC-16800803,112558,DIAPRO CONFORT MED C/10,Diapro Confort Med,Diapro,C/10,,,Producto,
FC-86901100,112558,DABAN ALCOHOL AZUL 125ML.,Dibar Azul,Dibar,125 ML,Alcohol,,Botiquín,
FC-68901131,112558,ALCOHOL AZUL 1LT,Azul,,1 L,Alcohol,,Botiquín,
FC-68901117,112558,DIBAR ALCOHOL AZUL 250ML,Dibar Azul,Dibar,250 ML,Alcohol,,Botiquín,
FC-68901124,112558,ALCOHOL AZUL 500ML,Azul,,500 ML,Alcohol,,Botiquín,
FC-98223704,112558,BOLO EUROBION TAB C/20,Eurobion Bolo Tab,Eurobion,C/20,Tabletas,,Medicamento,
FC-33950100,112558,LIO 236ML CHTE,Lio Chte,Lio,236 ML,,,Producto,
FC-33950063,112558,BASUYE LIQ 236ML FSA,Basuye Liq Fsa,Basuye,236 ML,Líquido,,Suplemento,
FC-33950070,112558,ENSURE LIQ 236ML VNLLA,Ensure Liq Vnlla,Ensure,236 ML,Líquido,,Suplemento,
FC-33956133,112558,LUCERNA LIQ 237ML,Lucerna Liq,Lucerna,237 ML,Líquido,,Suplemento,
FC-33956140,112558,GLUCERNA SR LIQ 237ML FRESA,Glucerna Sr Liq Fresa,Glucerna,237 ML,Líquido,,Suplemento,
FC-07521317,112558,GOTERO CRISTAL,Cristal,,,Gotero,,Botiquín,
FC-01157296,112558,NATURELLA FLUJO MOD C/ALAS C/8,Naturella Flujo Mod C/Alas,Naturella,C/8,Toallas sanitarias,,Higiene personal,
FC-01405335,112558,NATURELLA NOCHE CON ALAS C/8,Naturella Noche Con Alas,Naturella,C/8,Toallas sanitarias,,Higiene personal,
FC-33951008,112558,EDIASURE LIQ 236ML CHTE,Pediasure Liq Chte,Pediasure,236 ML,Líquido,,Suplemento,
FC-33954245,112558,PEDIASURE LIQ 236ML FSA,Pediasure Liq Fsa,Pediasure,236 ML,Líquido,,Suplemento,
FC-33950209,112558,PEDIASURE LIQ 236ML VNLLA,Pediasure Liq Vnlla,Pediasure,236 ML,Líquido,,Suplemento,
FC-19006623,112558,SABA BUENAS NOCHES,Saba Buenas Noches,Saba,,Toallas sanitarias,,Higiene personal,
FC-65054135,112558,TB 3 SURT,Tb 3 Surt,,,Surtido,,Botiquín,
FC-56323066,112558,FASELINE PURO 42G,FaseLine Puro,FaseLine,42 G,,,Producto,
FC-56323059,112558,VASELINE PURO 85G,Vaseline Puro,Vaseline,85 G,,,Producto,
FC-01246730,112558,VAPORUB POM 12G C12 LATAS,Vaporub Pom C12 Latas,Vaporub,12 G,,,Producto,
FC-02012475,112558,VICK NAPORUB UNG 100G,Vick Ung,Vick,100 G,Ungüento,,Botiquín,
FC-02012468,112558,VICK VAPORUB UNG 50G,Vaporub Ung,Vaporub,50 G,Balsamo,,Botiquín,
FC-1FBF5206,IFC1-080826,POMADA REOMATOLUM DEL VIEJITO 60G,Del Viejito Reomatolum,Del Viejito,60 G,Pomada,,Cuidado personal,
FC-2E5B7248,IFC1-080826,POMADA REOMATOLUM DEL VIEJITO 60G VARFAM LAVA OJOS VIDRIO ABR56 81606,Del Viejito Reomatolum Varfam Lava Ojos Vidrio Abr56 81606,Del Viejito,60 G,Pomada,,Cuidado personal,
FC-D12CA0FA,IFC1-080826,Producto IFC 3,Producto IFC 3,,,,,,nombre_ticket_invalido
FC-62034164,IFC1-080826,MERCURIO ESPIRITUS UNTAR C/25 1770823,Mercurio Espiritus Untar 1770823,Mercurio,C/25,,,Producto,
FC-3676D5DC,IFC1-080826,MERCURIO ESPIRITUS TOMAR C/25 1760823,Mercurio Espiritus Tomar 1760823,Mercurio,C/25,,,Producto,
FC-5A697CC2,IFC1-080826,MERCURIO ACEITE OLIVO C/25 1000625 83825,Mercurio Aceite Olivo 1000625 83825,Mercurio,C/25,,,Producto,
FC-39036C88,IFC1-080826,MERCURIO GLICERINA C/25 1230723 83125,Mercurio Glicerina 1230723 83125,Mercurio,C/25,,,Producto,
FC-DFF99C3F,IFC1-080826,MERCURIO JARABE DE GRANADA. C/25 1750823,Mercurio,Mercurio,JARABE,JARABE,,Medicamento,
FC-931B4809,IFC1-080826,MERCURIO ACEITE COCO C/25 800523 83064,Mercurio Aceite Coco 800523 83064,Mercurio,C/25,,,Producto,
FC-D4AC123B,IFC1-080826,MERCURIO ACEITE ALMENDRAS C/25 790523,Mercurio Aceite Almendras 790523,Mercurio,C/25,,,Producto,
FC-38CAFE6B,IFC1-080826,MERCURIO ACEITE ROMERO C/25 1910923,Mercurio Aceite Romero 1910923,Mercurio,C/25,,,Producto,
FC-926099D3,IFC1-080826,KOHN MERTIOLATE ROJO C/25 012023 82912,Mertiolate Kohn Rojo 012023 82912,Mertiolate,C/25,,,Producto,
FC-E69F2E63,IFC1-080826,MADRID ACEITE EUCALIPTO C/25 2712017 83401,Madrid Aceite Eucalipto 2712017 83401,Madrid,C/25,,,Producto,
FC-25E452B6,IFC1-080826,MERCURIO ARNICA UNTAR C/25 1790823 83156,Mercurio Arnica Untar 1790823 83156,Mercurio,C/25,,,Producto,
FC-127F5753,IFC1-080826,MERCURIO ARNICA TOMAR C/25 1780823 83156,Mercurio Arnica Tomar 1780823 83156,Mercurio,C/25,,,Producto,
FC-D3D28E20,IFC1-080826,MERCURIO YODO UNTAR C/25 1810623 83156,Mercurio Yodo Untar 1810623 83156,Mercurio,C/25,,,Producto,
FC-69387811,IFC1-080826,MERCURIO ACEITE GOMENOLADO C/25 1160623,Mercurio Aceite Gomenolado 1160623,Mercurio,C/25,,,Producto,
FC-A680F97E,IFC1-080826,MERCURIO YODO TOMAR C/25 1800823 83156,Mercurio Yodo Tomar 1800823 83156,Mercurio,C/25,,,Producto,
FC-C4530823,IFC2-080826,MERCURIO OXIDO DE ZINC C/50 1620824 83521,Mercurio Oxido De Zinc 1620824 83521,Mercurio,C/50,,,Producto,
FC-D037156B,IFC2-080826,MERCURIO BISMUTO SUBNITRATO C/50 1390724,Mercurio Bismuto Subnitrato 1390724,Mercurio,C/50,,,Producto,
FC-B8D7C997,IFC2-080826,MERCURIO BICARBONATO SOBRES C/50,Bicarbonato Sobres,Bicarbonato,C/50,Producto natural,,Botiquín,
FC-CB5C11ED,IFC2-080826,MERCURIO MAGNESIA ANISADA C/50 1560824,Mercurio Magnesia Anisada 1560824,Mercurio,C/50,,,Producto,
FC-A871D831,IFC2-080826,/ 2.00 PIEZA EDIGAR PERILLA N 6 CAJA 1649 81608,/ 2.00 PIEZA EDIGAR PERILLA N 6 CAJA 1649 81608,,,,,,nombre_ticket_invalido
FC-578F060C,IFC2-080826,MERCURIO BORAX POLVO C/50 140072483490,Mercurio Borax Polvo 140072483490,Mercurio,C/50,,,Producto,
FC-FBD776D2,IFC2-080826,MERCURIO PERLAS DE ETER C/50 1630824,Mercurio Perlas De Eter 1630824,Mercurio,C/50,,,Producto,
FC-5EF90195,IFC2-080826,MERCURIO FLOR DE ARNICA C/50 1430724,Mercurio Flor De Arnica 1430724,Mercurio,C/50,,,Producto,
FC-9A1C64E7,IFC2-080826,EDIGAR PERILLA N O CAJA,Perilla Edigar N O Caja,Perilla,,,,Producto,
FC-47AAF23B,IFC2-080826,MERCURIO SULFATIAZOL POLVO C/50 1710824,Mercurio Sulfatiazol Polvo 1710824,Mercurio,C/50,,,Producto,
FC-FFC25DD1,IFC2-080826,EDIGAR PERILLA N 4 CAJA 1439 81608,Perilla Edigar N 4 Caja 1439 81608,Perilla,,,,Producto,
FC-614E4F82,IFC2-080826,EDGAR PERILLA N 3 C A 1334 81608,Perilla Edgar N 3 C A 1334 81608,Perilla,,,,Producto,
FC-C22EBFE6,IFC2-080826,EDIGAR PERILLA N 2 CAJA 1145 81608,Perilla Edigar N 2 Caja 1145 81608,Perilla,,,,Producto,
FC-BCF59548,IFC2-080826,EDIGAR PERILLA N 1 CAJA 1113 81608,Perilla Edigar N 1 Caja 1113 81608,Perilla,,,,Producto,
FC-9507CD66,IFC2-080826,MERCURIO HABA ALCANFORADA C/50 1510724,Mercurio Haba Alcanforada 1510724,Mercurio,C/50,,,Producto,
FC-FEAECBF1,IFC2-080826,MERCURIO POMADA TEPEZCOHUITE C/25,Mercurio Tepezcohuite,Mercurio,C/25,Pomada,,Cuidado personal,
FC-9827438F,IFC2-080826,MERCURIO POMADA VENENO DE ABEJA C/25,Mercurio Veneno De Abeja,Mercurio,C/25,Pomada,,Cuidado personal,
FC-EFB599B5,IFC2-080826,MERCURIO POMADA PAN PUERCO C/25 25401233,Mercurio Pan Puerco 25401233,Mercurio,C/25,Pomada,,Cuidado personal,
FC-08DB70CB,IFC2-080826,VELAZQUEZ BICARBONATO GRANDE 200G C/10,Bicarbonato Velazquez Grande 200G,Bicarbonato,C/10,,,Producto,
FC-89F00320,IFC2-080826,MERCURIO POMADA ARNICA C/25 2550123,Mercurio Arnica 2550123,Mercurio,C/25,Pomada,,Cuidado personal,
FC-FD718DF3,IFC2-080826,MERCURIO POMADA SULFATIAZOL C/25 2600223,Mercurio Sulfatiazol 2600223,Mercurio,C/25,Pomada,,Cuidado personal,
FC-0ACC5B6A,IFC2-080826,MERCURIO POMADA OXIDO DE ZINC C/25,Mercurio Oxido De Zinc,Mercurio,C/25,Pomada,,Cuidado personal,
FC-5D59ED54,IFC2-080826,MERCURIO CLORURO DE MAGNESIO C/10 CAJITA,Mercurio Cloruro De Magnesio Cajita,Mercurio,C/10,,,Producto,
FC-E5BA49B2,FMX-080826,FC 01/03/2030,FC 01/03/2030,,,,,,nombre_ticket_invalido
FC-895EA161,FMX-080826,FC 01/11/2030|,FC 01/11/2030|,,,,,,nombre_ticket_invalido
FC-33B15A58,FMX-080826,Clave 302174,Clave 302174,,,,,,nombre_ticket_invalido
